time,value
00:00:00,85
00:01:00,85
00:02:00,82
00:03:00,88
00:04:00,83
00:05:00,86
00:06:00,88
00:07:00,87
00:08:00,89
00:09:00,93
00:10:00,89
00:11:00,93
00:12:00,95
00:13:00,93
00:14:00,93
00:15:00,90
00:16:00,90
00:17:00,92
00:18:00,112
00:19:00,134
00:20:00,119
00:21:00,114
00:22:00,112
00:23:00,109
00:24:00,112
00:25:00,116
00:26:00,111
00:27:00,109
00:28:00,109
00:29:00,95
00:30:00,92
00:31:00,91
00:32:00,90
00:33:00,91
00:34:00,90
00:35:00,82
00:36:00,86
00:37:00,87
00:38:00,87
00:39:00,87
00:40:00,90
00:41:00,86
00:42:00,90
00:43:00,90
00:44:00,92
00:45:00,91
00:46:00,90
00:47:00,90
00:48:00,91
00:49:00,88
00:50:00,91
00:51:00,92
00:52:00,94
00:53:00,98
00:54:00,101
00:55:00,102
00:56:00,95
00:57:00,95
00:58:00,94
00:59:00,102
01:00:00,96
01:01:00,90
01:02:00,89
01:03:00,86
01:04:00,87
01:05:00,87
01:06:00,88
01:07:00,87
01:08:00,85
01:09:00,86
01:10:00,85
01:11:00,85
01:12:00,86
01:13:00,86
01:14:00,85
01:17:00,85
01:18:00,85
01:19:00,87
01:20:00,85
01:21:00,83
01:22:00,84
01:23:00,82
01:24:00,84
01:25:00,84
01:26:00,84
01:27:00,83
01:28:00,84
01:29:00,84
01:30:00,83
01:31:00,85
01:32:00,83
01:33:00,83
01:34:00,82
01:35:00,82
01:36:00,83
01:37:00,83
01:38:00,83
01:39:00,82
01:40:00,82
01:41:00,83
01:42:00,82
01:43:00,79
01:44:00,80
01:45:00,80
01:46:00,81
01:47:00,81
01:48:00,82
01:49:00,81
01:50:00,81
01:51:00,81
01:52:00,82
01:53:00,82
01:54:00,82
01:55:00,82
01:56:00,81
01:57:00,81
01:58:00,82
01:59:00,80
02:00:00,81
02:01:00,78
02:02:00,78
02:03:00,79
02:04:00,80
02:05:00,79
02:06:00,77
02:07:00,78
02:08:00,78
02:09:00,81
02:10:00,78
02:11:00,77
02:12:00,76
02:13:00,77
02:14:00,79
02:15:00,76
02:16:00,78
02:17:00,76
02:18:00,77
02:19:00,77
02:20:00,78
02:21:00,82
02:22:00,79
02:23:00,79
02:24:00,79
02:25:00,79
02:26:00,79
02:27:00,79
02:28:00,78
02:29:00,78
02:30:00,77
02:31:00,79
02:32:00,79
02:33:00,78
02:34:00,78
02:35:00,80
02:38:00,78
02:39:00,77
02:40:00,77
02:41:00,79
02:42:00,80
02:43:00,77
02:44:00,78
02:45:00,78
02:46:00,77
02:47:00,80
02:48:00,79
02:49:00,78
02:50:00,78
02:51:00,79
02:52:00,78
02:53:00,79
02:54:00,80
02:55:00,78
02:56:00,79
02:57:00,79
02:58:00,79
02:59:00,79
03:00:00,79
03:01:00,80
03:02:00,80
03:03:00,79
03:04:00,81
03:05:00,79
03:06:00,75
03:07:00,75
03:08:00,76
03:09:00,76
03:10:00,76
03:11:00,77
03:12:00,76
03:13:00,85
03:14:00,85
03:15:00,77
03:16:00,74
03:17:00,76
03:18:00,80
03:19:00,77
03:20:00,69
03:21:00,69
03:22:00,70
03:23:00,70
03:24:00,70
03:25:00,71
03:26:00,72
03:27:00,70
03:28:00,72
03:29:00,71
03:30:00,73
03:31:00,70
03:32:00,73
03:33:00,73
03:34:00,67
03:35:00,70
03:36:00,70
03:37:00,70
03:38:00,68
03:39:00,68
03:42:00,69
03:43:00,69
03:44:00,69
03:45:00,70
03:46:00,68
03:47:00,69
03:48:00,67
03:49:00,66
03:50:00,68
03:51:00,68
03:52:00,68
03:53:00,68
03:54:00,68
03:55:00,69
03:56:00,69
03:57:00,69
03:58:00,69
03:59:00,68
04:00:00,69
04:01:00,69
04:02:00,70
04:03:00,68
04:04:00,69
04:05:00,70
04:06:00,69
04:07:00,71
04:08:00,71
04:09:00,68
04:10:00,71
04:11:00,73
04:12:00,73
04:13:00,72
04:14:00,73
04:15:00,73
04:16:00,73
04:17:00,73
04:18:00,75
04:19:00,70
04:20:00,73
04:21:00,72
04:22:00,72
04:23:00,72
04:24:00,73
04:25:00,77
04:26:00,71
04:27:00,70
04:28:00,71
04:29:00,72
04:30:00,69
04:31:00,68
04:32:00,67
04:33:00,68
04:34:00,66
04:35:00,68
04:36:00,65
04:37:00,64
04:38:00,68
04:39:00,68
04:40:00,69
04:41:00,67
04:42:00,65
04:43:00,65
04:44:00,66
04:45:00,65
04:46:00,62
04:47:00,65
04:48:00,64
04:49:00,68
04:50:00,66
04:51:00,64
04:52:00,68
04:53:00,67
04:54:00,68
04:55:00,66
04:56:00,67
04:57:00,65
04:58:00,66
04:59:00,63
05:00:00,65
05:01:00,65
05:02:00,66
05:03:00,66
05:04:00,64
05:05:00,65
05:06:00,67
05:07:00,66
05:08:00,66
05:09:00,66
05:10:00,65
05:11:00,69
05:12:00,67
05:13:00,65
05:14:00,69
05:15:00,67
05:16:00,63
05:17:00,64
05:18:00,66
05:19:00,69
05:20:00,62
05:21:00,65
05:22:00,65
05:23:00,64
05:24:00,66
05:25:00,66
05:26:00,65
05:27:00,64
05:28:00,67
05:29:00,73
05:30:00,64
05:31:00,65
05:32:00,64
05:33:00,62
05:34:00,60
05:35:00,61
05:36:00,61
05:37:00,61
05:38:00,60
05:39:00,61
05:40:00,60
05:41:00,61
05:42:00,61
05:43:00,63
05:44:00,60
05:45:00,59
05:46:00,60
05:47:00,61
05:48:00,61
05:49:00,64
05:50:00,64
05:51:00,69
05:52:00,69
05:53:00,74
05:54:00,70
05:55:00,75
05:56:00,75
05:57:00,73
05:58:00,67
05:59:00,66
06:00:00,68
06:01:00,70
06:02:00,66
06:03:00,67
06:04:00,71
06:05:00,78
06:06:00,73
06:07:00,71
06:08:00,73
06:09:00,72
06:10:00,70
06:11:00,70
06:12:00,75
06:13:00,66
06:14:00,67
06:15:00,68
06:16:00,69
06:17:00,68
06:18:00,68
06:19:00,68
06:20:00,76
06:21:00,68
06:22:00,66
06:23:00,68
06:24:00,66
06:25:00,66
06:26:00,65
06:27:00,66
06:28:00,68
06:29:00,65
06:30:00,63
06:31:00,66
06:32:00,66
06:33:00,68
06:34:00,69
06:35:00,68
06:36:00,65
06:37:00,66
06:38:00,66
06:39:00,68
06:40:00,67
06:41:00,67
06:42:00,68
06:43:00,71
06:44:00,77
06:47:00,80
06:48:00,77
06:49:00,78
06:50:00,78
06:51:00,79
06:53:00,67
06:54:00,64
06:55:00,63
06:56:00,63
06:57:00,64
06:58:00,63
06:59:00,67
07:00:00,64
07:01:00,63
07:02:00,65
07:03:00,63
07:04:00,62
07:05:00,62
07:06:00,62
07:07:00,64
07:08:00,65
07:09:00,65
07:10:00,64
07:11:00,63
07:12:00,63
07:13:00,62
07:14:00,63
07:15:00,64
07:16:00,63
07:17:00,64
07:18:00,63
07:19:00,63
07:20:00,63
07:21:00,62
07:22:00,64
07:23:00,62
07:24:00,63
07:25:00,62
07:26:00,64
07:27:00,65
07:28:00,64
07:29:00,64
07:30:00,66
07:31:00,65
07:32:00,68
07:33:00,65
07:34:00,64
07:35:00,65
07:36:00,65
07:37:00,64
07:38:00,64
07:39:00,65
07:40:00,67
07:41:00,67
07:42:00,67
07:43:00,69
07:44:00,65
07:45:00,65
07:46:00,65
07:47:00,66
07:48:00,67
07:49:00,67
07:50:00,67
07:51:00,68
07:52:00,68
07:53:00,67
07:54:00,67
07:55:00,72
07:56:00,70
07:57:00,73
07:58:00,73
07:59:00,71
08:00:00,69
08:01:00,68
08:02:00,68
08:03:00,67
08:04:00,66
08:05:00,66
08:06:00,67
08:07:00,66
08:08:00,66
08:09:00,66
08:10:00,67
08:11:00,66
08:12:00,64
08:13:00,69
08:14:00,69
08:15:00,69
08:16:00,67
08:17:00,70
08:18:00,67
08:19:00,66
08:20:00,74
08:21:00,70
08:22:00,71
08:23:00,68
08:24:00,68
08:25:00,65
08:26:00,65
08:27:00,64
08:28:00,65
08:29:00,68
08:30:00,67
08:31:00,67
08:32:00,67
08:33:00,66
08:34:00,70
08:35:00,68
08:36:00,69
08:37:00,67
08:38:00,66
08:39:00,64
08:40:00,63
08:41:00,63
08:42:00,65
08:43:00,64
08:44:00,62
08:47:00,67
08:48:00,67
08:49:00,79
08:50:00,71
08:51:00,70
08:52:00,70
08:53:00,68
08:54:00,65
08:55:00,65
08:56:00,66
08:57:00,65
08:58:00,66
08:59:00,66
09:00:00,66
09:01:00,70
09:02:00,69
09:03:00,69
09:04:00,68
09:05:00,68
09:06:00,68
09:07:00,68
09:08:00,69
09:09:00,69
09:10:00,70
09:11:00,69
09:12:00,69
09:13:00,70
09:14:00,69
09:15:00,68
09:16:00,70
09:17:00,70
09:18:00,70
09:19:00,70
09:20:00,70
09:21:00,70
09:22:00,70
09:23:00,70
09:24:00,71
09:25:00,72
09:26:00,71
09:27:00,74
09:28:00,78
09:29:00,78
09:30:00,77
09:31:00,76
09:32:00,74
09:33:00,69
09:34:00,69
09:35:00,70
