time,value
00:00:00,84
00:01:00,91
00:02:00,88
00:03:00,86
00:04:00,81
00:05:00,84
00:06:00,83
00:07:00,81
00:08:00,78
00:09:00,75
00:10:00,75
00:11:00,74
00:12:00,75
00:13:00,77
00:14:00,74
00:15:00,77
00:16:00,77
00:17:00,74
00:18:00,80
00:19:00,74
00:20:00,73
00:21:00,77
00:22:00,77
00:23:00,77
00:24:00,77
00:25:00,77
00:26:00,76
00:27:00,77
00:28:00,77
00:29:00,78
00:30:00,78
00:31:00,78
00:32:00,78
00:33:00,78
00:34:00,79
00:35:00,80
00:36:00,79
00:37:00,78
00:38:00,79
00:39:00,78
00:40:00,78
00:41:00,80
00:42:00,79
00:43:00,78
00:44:00,78
00:45:00,79
00:46:00,78
00:47:00,80
00:48:00,81
00:49:00,80
00:50:00,78
00:51:00,78
00:52:00,78
00:53:00,79
00:54:00,79
00:55:00,79
00:56:00,80
00:57:00,80
00:58:00,77
00:59:00,78
01:00:00,79
01:01:00,79
01:02:00,80
01:03:00,79
01:04:00,80
01:05:00,81
01:06:00,81
01:07:00,76
01:08:00,79
01:09:00,77
01:10:00,74
01:11:00,73
01:12:00,77
01:13:00,72
01:14:00,72
01:15:00,72
01:16:00,76
01:17:00,69
01:18:00,69
01:19:00,71
01:20:00,76
01:21:00,74
01:22:00,72
01:23:00,71
01:24:00,72
01:25:00,76
01:26:00,71
01:27:00,76
01:28:00,71
01:29:00,71
01:30:00,71
01:31:00,71
01:32:00,70
01:33:00,72
01:34:00,71
01:35:00,71
01:36:00,73
01:37:00,74
01:38:00,71
01:39:00,70
01:40:00,69
01:41:00,70
01:42:00,70
01:43:00,70
01:44:00,70
01:45:00,76
01:46:00,70
01:47:00,72
01:48:00,69
01:49:00,71
01:50:00,72
01:51:00,71
01:52:00,71
01:53:00,71
01:54:00,71
01:55:00,71
01:56:00,71
01:57:00,71
01:58:00,71
01:59:00,72
02:00:00,72
02:01:00,72
02:02:00,71
02:03:00,71
02:04:00,71
02:05:00,71
02:06:00,71
02:07:00,72
02:08:00,71
02:09:00,72
02:10:00,72
02:11:00,72
02:12:00,72
02:13:00,72
02:14:00,72
02:15:00,72
02:16:00,73
02:17:00,73
02:18:00,72
02:19:00,72
02:20:00,74
02:21:00,72
02:22:00,73
02:23:00,71
02:24:00,71
02:25:00,70
02:26:00,70
02:27:00,71
02:28:00,71
02:29:00,71
02:30:00,71
02:31:00,71
02:32:00,70
02:33:00,70
02:34:00,70
02:35:00,72
02:36:00,74
02:39:00,69
02:40:00,70
02:41:00,70
02:42:00,70
02:43:00,71
02:44:00,70
02:45:00,69
02:46:00,69
02:47:00,68
02:48:00,69
02:49:00,71
02:50:00,69
02:51:00,70
02:52:00,70
02:53:00,71
02:54:00,76
02:55:00,69
02:56:00,66
02:57:00,69
02:58:00,68
02:59:00,72
03:00:00,73
