time,value
00:00:00,79
00:01:00,76
00:02:00,77
00:03:00,77
00:04:00,76
00:05:00,76
00:06:00,77
00:07:00,76
00:08:00,77
00:09:00,79
00:10:00,76
00:11:00,76
00:12:00,77
00:13:00,77
00:14:00,77
00:15:00,79
00:16:00,75
00:17:00,78
00:18:00,78
00:19:00,76
00:20:00,77
00:21:00,79
00:22:00,80
00:23:00,78
00:24:00,79
00:25:00,79
00:26:00,79
00:27:00,79
00:28:00,81
00:29:00,77
00:30:00,77
00:31:00,77
00:32:00,78
00:33:00,78
00:34:00,77
00:35:00,77
00:36:00,78
00:37:00,78
00:38:00,77
00:39:00,78
00:40:00,76
00:41:00,81
00:42:00,80
00:43:00,79
00:44:00,80
00:45:00,80
00:46:00,77
00:47:00,78
00:48:00,76
00:49:00,78
00:50:00,78
00:51:00,78
00:52:00,77
00:53:00,76
00:54:00,76
00:55:00,77
00:56:00,78
00:57:00,79
00:58:00,79
00:59:00,80
01:00:00,80
01:01:00,79
01:02:00,79
01:03:00,80
01:04:00,78
01:05:00,81
01:06:00,96
01:07:00,101
01:08:00,88
01:09:00,89
01:10:00,90
01:11:00,87
01:12:00,88
01:13:00,88
01:14:00,85
01:15:00,90
01:16:00,81
01:17:00,75
01:18:00,75
01:19:00,77
01:20:00,78
01:21:00,78
01:22:00,77
01:23:00,76
01:24:00,75
01:25:00,75
01:26:00,71
01:27:00,72
01:28:00,71
01:29:00,73
01:30:00,71
01:31:00,73
01:32:00,71
01:33:00,72
01:34:00,72
01:35:00,72
01:36:00,72
01:37:00,71
01:38:00,71
01:39:00,70
01:40:00,69
01:41:00,70
01:42:00,71
01:43:00,71
01:44:00,69
01:45:00,70
01:46:00,69
01:47:00,70
01:48:00,70
01:49:00,70
01:50:00,70
01:51:00,69
01:52:00,71
01:53:00,69
01:54:00,66
01:55:00,68
01:56:00,69
01:57:00,70
01:58:00,71
01:59:00,70
02:00:00,69
02:01:00,67
02:02:00,70
02:03:00,70
02:04:00,71
02:05:00,71
02:06:00,70
02:07:00,69
02:08:00,71
02:09:00,69
02:10:00,67
02:11:00,70
02:12:00,70
02:13:00,65
02:14:00,66
02:15:00,69
02:16:00,64
02:17:00,67
02:18:00,64
02:19:00,64
02:20:00,63
02:21:00,66
02:22:00,67
02:23:00,64
02:24:00,68
02:25:00,67
02:26:00,68
02:27:00,68
02:28:00,71
02:29:00,66
02:30:00,66
02:31:00,67
02:32:00,73
02:33:00,71
02:34:00,71
02:35:00,68
02:36:00,72
02:37:00,72
02:38:00,76
02:39:00,73
02:40:00,70
02:41:00,73
02:42:00,73
02:43:00,72
02:44:00,72
02:45:00,73
02:46:00,72
02:47:00,71
02:48:00,72
02:49:00,71
02:50:00,73
02:51:00,72
02:52:00,72
02:53:00,73
02:54:00,74
02:55:00,73
02:56:00,73
02:57:00,73
02:58:00,73
02:59:00,73
03:00:00,73
03:01:00,72
03:02:00,69
03:03:00,70
03:04:00,72
03:05:00,72
03:06:00,72
03:07:00,71
03:08:00,72
03:09:00,72
03:10:00,72
03:11:00,73
03:12:00,73
