time,value
13:42:00,81
13:43:00,82
13:44:00,82
13:45:00,82
13:46:00,82
13:47:00,80
13:48:00,83
13:49:00,91
13:50:00,92
13:51:00,85
13:52:00,83
13:53:00,83
13:54:00,81
13:55:00,80
13:56:00,82
13:57:00,83
13:58:00,87
13:59:00,81
14:00:00,83
14:01:00,86
14:02:00,86
14:03:00,86
14:04:00,84
14:05:00,85
14:06:00,86
14:07:00,86
14:08:00,93
14:09:00,94
14:10:00,81
14:11:00,81
14:12:00,81
14:13:00,79
14:14:00,78
14:15:00,80
14:16:00,81
14:17:00,78
14:18:00,80
14:19:00,80
14:20:00,76
14:21:00,79
14:22:00,83
14:23:00,82
14:24:00,81
14:25:00,81
14:26:00,79
14:27:00,80
14:28:00,76
14:29:00,80
14:30:00,78
14:31:00,78
14:32:00,78
14:33:00,94
14:34:00,98
14:35:00,86
14:36:00,91
14:37:00,94
14:38:00,79
14:39:00,82
14:40:00,85
14:43:00,83
14:44:00,89
14:45:00,94
14:46:00,89
14:47:00,96
14:48:00,84
14:49:00,82
14:50:00,83
14:51:00,83
14:52:00,83
14:53:00,80
14:54:00,78
14:55:00,82
14:56:00,85
14:57:00,82
14:58:00,82
14:59:00,81
15:00:00,87
15:01:00,88
15:02:00,85
15:03:00,85
15:04:00,83
15:05:00,88
15:06:00,86
15:07:00,87
15:08:00,84
15:09:00,86
15:10:00,85
15:11:00,86
15:12:00,84
15:13:00,87
15:14:00,85
15:15:00,87
15:16:00,90
15:17:00,92
15:18:00,83
15:19:00,70
15:20:00,84
15:21:00,87
15:22:00,84
15:23:00,82
15:24:00,87
15:25:00,83
15:26:00,83
15:27:00,86
15:28:00,82
15:29:00,80
15:30:00,85
15:31:00,84
15:32:00,91
15:33:00,110
15:34:00,107
15:35:00,92
15:36:00,87
15:37:00,87
15:38:00,86
15:39:00,87
15:40:00,87
15:41:00,84
15:42:00,88
15:43:00,92
15:44:00,91
15:45:00,86
15:46:00,88
15:47:00,88
15:48:00,87
15:49:00,87
15:50:00,82
15:51:00,82
15:52:00,81
15:53:00,80
15:54:00,86
15:55:00,87
15:56:00,88
15:57:00,84
15:58:00,83
15:59:00,84
16:00:00,82
16:01:00,84
16:02:00,84
16:03:00,90
16:04:00,93
16:05:00,94
16:06:00,93
16:07:00,95
16:08:00,102
16:09:00,81
16:10:00,81
16:11:00,83
16:12:00,90
16:13:00,87
16:14:00,78
16:15:00,80
16:16:00,90
16:17:00,93
16:18:00,75
16:19:00,74
16:20:00,78
16:21:00,76
16:22:00,71
16:23:00,72
16:24:00,73
16:25:00,71
16:26:00,73
16:27:00,73
16:28:00,76
16:29:00,76
16:30:00,76
16:31:00,74
16:32:00,81
16:33:00,83
16:34:00,78
16:35:00,76
16:38:00,85
16:39:00,85
16:40:00,85
16:41:00,82
16:42:00,84
16:43:00,83
16:44:00,84
16:45:00,84
16:46:00,85
16:47:00,85
16:48:00,85
16:49:00,81
