time,value
00:00:00,68
00:01:00,68
00:02:00,68
00:03:00,67
00:04:00,66
00:05:00,66
00:06:00,67
00:07:00,68
00:08:00,76
00:09:00,79
00:10:00,76
00:11:00,73
00:12:00,72
00:13:00,76
00:14:00,74
00:15:00,77
00:16:00,77
00:17:00,78
00:18:00,79
00:19:00,81
00:20:00,82
00:21:00,82
00:22:00,82
00:23:00,82
00:24:00,83
00:27:00,77
00:28:00,79
00:29:00,77
00:30:00,72
00:31:00,72
00:32:00,72
00:33:00,74
00:34:00,71
00:35:00,73
00:36:00,76
00:37:00,79
00:38:00,82
00:39:00,78
00:40:00,80
00:41:00,77
00:42:00,79
00:43:00,76
00:44:00,78
00:45:00,78
00:46:00,79
00:47:00,80
00:48:00,75
00:49:00,75
00:50:00,77
00:51:00,74
00:52:00,75
00:53:00,73
00:54:00,75
00:55:00,74
00:56:00,75
00:57:00,76
00:58:00,75
00:59:00,76
01:00:00,70
01:01:00,70
01:02:00,70
01:03:00,69
01:04:00,68
01:05:00,71
01:06:00,71
01:07:00,69
01:08:00,68
01:09:00,69
01:10:00,71
01:11:00,68
01:12:00,70
01:13:00,72
01:14:00,72
01:15:00,69
01:16:00,66
01:17:00,72
01:18:00,74
01:19:00,75
01:20:00,73
01:21:00,72
01:22:00,73
01:23:00,71
01:24:00,69
01:25:00,70
01:26:00,70
01:27:00,69
01:28:00,71
01:29:00,70
01:30:00,72
01:31:00,71
01:32:00,70
01:33:00,67
01:34:00,70
01:35:00,73
01:36:00,69
01:37:00,75
01:38:00,71
01:39:00,71
01:40:00,70
01:41:00,75
01:42:00,75
01:43:00,70
01:44:00,68
01:45:00,70
01:46:00,73
01:47:00,71
01:48:00,71
01:49:00,67
01:50:00,71
01:51:00,70
01:52:00,66
01:53:00,66
01:54:00,65
01:55:00,68
01:56:00,68
01:57:00,67
01:58:00,65
01:59:00,69
02:00:00,73
02:01:00,79
02:02:00,76
02:03:00,75
02:04:00,84
02:05:00,86
02:06:00,85
02:07:00,84
02:08:00,78
02:09:00,82
02:10:00,84
02:11:00,80
02:12:00,84
02:13:00,81
02:14:00,70
02:15:00,71
02:16:00,69
02:17:00,71
02:18:00,70
02:19:00,70
02:20:00,69
02:21:00,67
02:22:00,70
02:23:00,73
02:24:00,70
02:25:00,73
02:26:00,73
02:27:00,73
02:28:00,74
02:29:00,72
02:30:00,72
02:31:00,72
02:32:00,73
02:33:00,74
02:34:00,73
02:35:00,74
02:36:00,73
02:37:00,74
02:38:00,79
02:39:00,78
02:40:00,83
02:41:00,72
02:42:00,71
02:43:00,73
02:44:00,72
02:45:00,72
02:46:00,73
02:47:00,73
02:48:00,72
02:49:00,73
02:50:00,74
02:51:00,74
02:52:00,74
02:53:00,74
02:54:00,74
02:55:00,74
02:56:00,74
02:57:00,74
02:58:00,74
02:59:00,75
03:00:00,76
03:01:00,75
03:02:00,75
03:03:00,72
03:04:00,71
03:05:00,72
03:06:00,70
03:07:00,70
03:08:00,71
03:09:00,72
03:10:00,69
03:11:00,70
03:12:00,68
03:13:00,70
03:14:00,71
03:15:00,71
03:16:00,68
03:17:00,68
03:18:00,68
03:19:00,69
03:20:00,70
03:21:00,66
03:22:00,69
03:23:00,68
03:24:00,67
03:25:00,70
03:26:00,70
03:27:00,70
03:28:00,70
03:29:00,68
03:30:00,70
03:31:00,70
03:32:00,70
03:33:00,71
03:34:00,70
03:35:00,71
03:36:00,66
03:37:00,68
03:38:00,67
03:39:00,65
03:40:00,65
03:41:00,70
03:42:00,71
03:43:00,71
03:44:00,70
03:45:00,69
03:46:00,76
03:47:00,67
03:48:00,68
03:49:00,65
03:50:00,70
03:51:00,67
03:52:00,68
03:53:00,68
03:54:00,67
03:55:00,73
03:56:00,67
03:57:00,70
03:58:00,69
03:59:00,70
04:00:00,70
04:01:00,69
04:02:00,70
04:03:00,68
04:04:00,69
04:05:00,70
04:06:00,70
04:07:00,69
04:08:00,71
04:09:00,69
04:10:00,70
04:11:00,70
04:12:00,70
04:13:00,71
04:14:00,72
04:15:00,70
04:16:00,69
04:17:00,70
04:18:00,68
04:19:00,68
04:20:00,68
04:21:00,67
04:22:00,67
04:23:00,66
04:24:00,66
04:25:00,66
04:26:00,67
04:27:00,67
04:28:00,67
04:29:00,68
04:30:00,66
04:31:00,66
04:32:00,68
04:33:00,68
04:34:00,68
04:35:00,68
04:36:00,68
04:37:00,69
04:38:00,67
04:39:00,73
04:40:00,67
04:41:00,67
04:42:00,65
04:43:00,64
04:44:00,64
04:45:00,63
04:46:00,65
04:47:00,64
04:48:00,63
04:49:00,63
04:50:00,63
04:51:00,64
04:52:00,65
04:53:00,64
04:54:00,63
04:55:00,63
04:56:00,64
04:57:00,63
04:58:00,63
04:59:00,63
05:00:00,64
05:01:00,63
05:02:00,65
05:03:00,63
05:04:00,63
05:05:00,65
05:06:00,67
05:07:00,68
05:08:00,68
05:09:00,67
05:10:00,66
05:11:00,69
05:12:00,63
05:13:00,69
05:14:00,66
05:15:00,65
05:16:00,69
05:17:00,67
05:18:00,64
05:19:00,71
05:20:00,66
05:21:00,69
05:22:00,65
05:23:00,67
05:24:00,63
05:25:00,63
05:26:00,68
05:27:00,59
05:28:00,63
05:29:00,70
05:30:00,69
05:31:00,63
05:32:00,64
05:33:00,66
05:34:00,65
05:35:00,65
05:36:00,63
05:37:00,63
05:38:00,63
05:39:00,66
05:40:00,66
05:41:00,67
05:42:00,62
05:43:00,65
05:44:00,65
05:45:00,65
05:46:00,65
05:47:00,67
05:48:00,62
05:49:00,64
05:50:00,63
05:51:00,61
05:52:00,61
05:53:00,65
05:54:00,66
05:55:00,63
05:56:00,61
