time,value
00:00:00,91
00:01:00,90
00:02:00,91
00:03:00,90
00:04:00,91
00:05:00,91
00:06:00,89
00:07:00,93
00:08:00,102
00:09:00,106
00:10:00,106
00:11:00,102
00:12:00,99
00:13:00,95
00:14:00,94
00:15:00,93
00:16:00,91
00:17:00,91
00:18:00,100
00:19:00,120
00:20:00,118
00:21:00,96
00:22:00,98
00:23:00,98
00:24:00,99
00:25:00,100
00:26:00,97
00:27:00,96
00:28:00,99
00:29:00,98
00:30:00,99
00:31:00,97
00:32:00,98
00:33:00,99
00:34:00,98
00:35:00,97
00:36:00,97
00:37:00,89
00:38:00,90
00:39:00,91
00:40:00,91
00:41:00,90
00:42:00,92
00:43:00,93
00:44:00,93
00:45:00,89
00:46:00,91
00:47:00,90
00:48:00,87
00:49:00,91
00:50:00,89
00:51:00,92
00:52:00,94
00:53:00,91
00:54:00,90
00:55:00,88
00:56:00,90
00:57:00,85
00:58:00,87
00:59:00,88
01:00:00,86
01:01:00,87
01:02:00,86
01:03:00,87
01:04:00,88
01:05:00,86
01:06:00,84
01:07:00,87
01:08:00,85
01:09:00,87
01:11:00,85
01:12:00,85
01:13:00,84
01:14:00,84
01:15:00,82
01:16:00,80
01:17:00,80
01:18:00,81
01:19:00,79
01:20:00,80
01:21:00,81
01:22:00,80
01:23:00,83
01:24:00,85
01:25:00,84
01:26:00,84
01:27:00,85
01:28:00,85
01:29:00,86
01:30:00,86
01:31:00,82
01:32:00,84
01:33:00,85
01:34:00,85
01:35:00,86
01:36:00,85
01:37:00,86
01:38:00,86
01:39:00,85
01:40:00,87
01:41:00,84
01:42:00,82
01:43:00,81
01:44:00,86
01:45:00,86
01:46:00,83
01:47:00,83
01:48:00,85
01:49:00,90
01:50:00,88
01:51:00,88
01:52:00,88
01:53:00,86
01:54:00,85
01:55:00,83
01:56:00,82
01:57:00,81
01:58:00,83
01:59:00,82
02:00:00,80
02:01:00,79
02:02:00,80
02:03:00,82
02:04:00,81
02:05:00,83
02:06:00,79
02:08:00,86
02:09:00,83
02:10:00,83
02:11:00,83
02:12:00,83
02:13:00,82
02:14:00,82
02:15:00,81
02:16:00,81
02:17:00,81
02:18:00,82
02:19:00,82
02:20:00,81
02:21:00,80
02:22:00,81
02:23:00,81
02:24:00,83
