time,value
00:00:00,79
00:01:00,82
00:02:00,82
00:03:00,79
00:04:00,81
00:05:00,80
00:06:00,78
00:07:00,81
00:08:00,80
00:09:00,84
00:10:00,80
00:11:00,82
00:12:00,82
00:13:00,85
00:14:00,87
00:15:00,88
00:16:00,91
00:17:00,95
00:18:00,97
00:19:00,97
00:20:00,94
00:21:00,97
00:22:00,94
00:23:00,92
00:24:00,92
00:25:00,94
00:26:00,91
00:27:00,88
00:28:00,93
00:29:00,93
00:30:00,92
00:31:00,91
00:32:00,92
00:33:00,92
00:34:00,93
00:35:00,87
00:36:00,89
00:37:00,93
00:38:00,86
00:39:00,86
00:40:00,87
00:41:00,89
00:42:00,86
00:43:00,87
00:44:00,89
00:45:00,86
00:46:00,87
00:47:00,85
00:48:00,85
00:49:00,88
00:50:00,86
00:51:00,88
00:52:00,89
00:53:00,89
00:54:00,90
00:55:00,90
00:56:00,91
00:57:00,92
00:58:00,91
00:59:00,92
01:00:00,93
01:01:00,93
01:02:00,94
01:03:00,93
01:04:00,93
01:05:00,93
01:06:00,93
01:07:00,93
01:08:00,92
01:09:00,95
01:10:00,96
01:11:00,95
01:12:00,96
01:13:00,95
01:14:00,95
01:15:00,95
01:16:00,93
01:17:00,95
01:18:00,95
01:19:00,97
01:20:00,95
01:21:00,96
01:22:00,97
01:23:00,97
01:24:00,97
01:25:00,97
01:26:00,97
01:27:00,98
01:28:00,98
01:29:00,96
01:30:00,97
01:31:00,98
01:32:00,93
01:33:00,93
01:34:00,90
01:35:00,89
01:36:00,92
01:37:00,88
01:38:00,94
01:39:00,97
01:40:00,100
01:41:00,99
01:42:00,95
01:43:00,94
01:44:00,87
01:45:00,92
01:46:00,92
01:47:00,89
01:48:00,89
01:49:00,89
01:50:00,92
01:51:00,90
01:52:00,91
01:53:00,89
01:54:00,93
01:55:00,90
01:56:00,89
01:57:00,87
01:58:00,88
01:59:00,85
02:00:00,88
02:01:00,89
02:02:00,79
02:03:00,87
02:04:00,89
02:05:00,89
02:06:00,92
02:07:00,92
02:08:00,92
02:09:00,88
02:10:00,81
02:11:00,82
02:12:00,87
02:13:00,90
02:14:00,80
02:15:00,81
02:16:00,75
02:17:00,84
02:18:00,84
02:19:00,77
02:20:00,75
02:21:00,79
02:22:00,72
02:23:00,82
02:24:00,81
02:25:00,82
02:26:00,86
02:27:00,86
02:28:00,78
02:29:00,80
02:30:00,79
02:31:00,82
02:32:00,79
02:33:00,83
02:34:00,83
02:35:00,84
02:36:00,84
02:37:00,84
02:38:00,85
02:39:00,83
02:40:00,83
02:41:00,84
02:42:00,85
02:43:00,86
02:44:00,82
02:45:00,73
02:46:00,73
02:47:00,77
02:48:00,73
02:49:00,73
02:50:00,70
02:51:00,70
02:52:00,70
02:53:00,71
02:54:00,72
02:55:00,69
02:56:00,71
02:57:00,70
02:58:00,69
02:59:00,69
03:00:00,69
03:01:00,69
03:02:00,66
03:03:00,70
03:04:00,70
03:05:00,70
03:06:00,67
03:07:00,69
03:08:00,70
03:09:00,70
03:10:00,71
03:11:00,69
03:12:00,70
03:13:00,70
03:14:00,72
03:15:00,72
03:16:00,77
03:17:00,71
03:18:00,79
03:19:00,74
03:20:00,76
03:21:00,77
03:22:00,76
03:23:00,76
03:24:00,77
03:25:00,75
03:26:00,74
03:27:00,74
03:28:00,74
03:29:00,75
03:30:00,76
03:31:00,74
03:32:00,74
03:33:00,75
03:34:00,74
03:35:00,74
03:36:00,71
03:37:00,72
03:38:00,75
03:39:00,73
03:40:00,73
03:41:00,74
03:42:00,73
03:43:00,76
03:44:00,78
03:45:00,79
03:46:00,75
03:47:00,75
03:48:00,73
03:49:00,74
03:50:00,74
03:51:00,68
03:52:00,74
03:53:00,79
03:54:00,77
03:55:00,74
03:56:00,76
03:57:00,74
03:58:00,68
03:59:00,64
04:00:00,65
04:01:00,79
04:02:00,71
04:03:00,75
04:04:00,75
04:05:00,74
04:06:00,76
04:07:00,75
04:08:00,67
04:09:00,67
04:10:00,71
04:11:00,73
04:12:00,75
04:13:00,68
04:14:00,66
04:15:00,73
04:16:00,77
04:17:00,75
04:18:00,71
04:19:00,70
04:20:00,70
04:21:00,70
04:22:00,68
04:23:00,70
04:24:00,71
04:25:00,73
04:26:00,74
04:27:00,72
04:28:00,73
04:29:00,68
04:30:00,74
04:31:00,72
04:32:00,72
04:33:00,74
04:34:00,73
04:35:00,74
04:36:00,77
04:37:00,71
04:38:00,72
04:39:00,70
04:40:00,71
04:41:00,68
04:42:00,68
04:43:00,66
04:44:00,67
04:45:00,63
04:46:00,67
04:47:00,64
04:48:00,63
04:49:00,66
04:50:00,63
04:51:00,63
04:52:00,59
04:53:00,61
04:54:00,63
04:55:00,64
04:56:00,62
04:57:00,60
04:58:00,66
04:59:00,63
05:00:00,67
05:01:00,62
05:02:00,68
05:03:00,65
05:04:00,66
05:05:00,68
05:06:00,65
05:07:00,65
05:08:00,63
05:09:00,63
05:10:00,66
05:11:00,67
05:12:00,66
05:13:00,66
05:14:00,74
05:15:00,69
05:16:00,72
05:17:00,67
05:18:00,66
05:19:00,64
05:20:00,67
05:21:00,69
05:22:00,64
05:23:00,62
05:24:00,60
05:25:00,63
05:26:00,64
05:27:00,63
05:28:00,63
05:29:00,62
05:30:00,61
05:31:00,65
05:32:00,65
05:33:00,65
05:34:00,70
05:35:00,66
05:36:00,65
05:37:00,68
05:38:00,68
05:39:00,67
05:40:00,68
05:41:00,69
05:42:00,68
05:43:00,70
05:44:00,67
05:45:00,71
05:46:00,68
05:47:00,68
05:48:00,61
05:49:00,61
05:50:00,69
05:51:00,69
05:52:00,70
05:53:00,69
05:54:00,71
05:55:00,68
05:56:00,68
05:57:00,67
05:58:00,71
05:59:00,67
06:00:00,67
06:01:00,69
06:02:00,70
06:03:00,70
06:04:00,79
06:05:00,83
06:06:00,84
06:07:00,85
06:08:00,84
06:09:00,83
06:10:00,84
06:11:00,83
06:12:00,84
06:13:00,84
06:14:00,85
06:15:00,84
06:16:00,81
06:17:00,77
06:18:00,77
06:19:00,77
06:20:00,75
06:21:00,75
06:22:00,76
06:23:00,76
06:24:00,79
06:25:00,82
06:26:00,83
06:27:00,82
06:28:00,82
06:30:00,82
06:31:00,124
06:32:00,125
06:33:00,102
06:34:00,88
06:35:00,86
06:36:00,81
06:37:00,73
06:38:00,78
06:39:00,83
06:40:00,94
06:41:00,91
06:42:00,94
06:43:00,93
06:44:00,96
06:45:00,92
06:46:00,74
06:47:00,73
06:48:00,77
06:49:00,80
06:50:00,84
06:51:00,84
06:52:00,78
06:53:00,83
06:54:00,85
06:55:00,81
06:56:00,80
06:57:00,80
06:58:00,78
06:59:00,80
07:00:00,80
07:01:00,81
07:02:00,79
07:03:00,78
07:04:00,79
07:05:00,78
07:06:00,81
07:07:00,83
07:08:00,96
07:09:00,91
07:10:00,85
07:11:00,83
07:12:00,81
07:13:00,80
07:14:00,78
07:15:00,80
07:16:00,82
07:17:00,81
07:18:00,77
07:19:00,79
07:20:00,77
07:21:00,78
07:22:00,80
07:23:00,80
07:24:00,80
07:25:00,79
07:26:00,80
07:27:00,78
07:28:00,81
07:29:00,77
07:30:00,74
07:31:00,77
07:32:00,73
07:33:00,75
07:34:00,77
07:35:00,74
07:36:00,74
07:37:00,75
07:38:00,75
07:39:00,71
07:40:00,72
07:41:00,75
07:42:00,90
07:43:00,86
07:44:00,82
07:45:00,86
07:46:00,89
