time,value
00:00:00,74
00:01:00,75
00:02:00,74
00:03:00,73
00:04:00,74
00:05:00,74
00:06:00,74
00:07:00,70
00:08:00,74
00:09:00,72
00:10:00,74
00:11:00,73
00:12:00,75
00:13:00,72
00:14:00,74
00:15:00,84
00:16:00,77
00:17:00,80
00:18:00,80
00:19:00,78
00:20:00,77
00:21:00,75
00:22:00,75
00:23:00,74
00:24:00,78
00:25:00,77
00:26:00,75
00:27:00,73
00:28:00,76
00:29:00,71
00:30:00,75
00:31:00,73
00:32:00,74
00:33:00,76
00:34:00,76
00:35:00,77
00:36:00,76
00:37:00,75
00:38:00,72
00:39:00,75
00:40:00,76
00:41:00,78
00:42:00,77
00:43:00,77
00:44:00,84
00:45:00,83
00:46:00,86
00:47:00,85
00:48:00,85
00:49:00,83
00:50:00,81
00:51:00,82
00:52:00,79
00:53:00,82
00:54:00,84
00:55:00,81
00:56:00,80
00:57:00,85
00:58:00,83
00:59:00,83
01:00:00,86
01:01:00,79
01:02:00,77
01:03:00,83
01:04:00,78
01:05:00,82
01:06:00,82
01:07:00,87
01:08:00,83
01:09:00,84
01:10:00,82
01:11:00,83
01:12:00,80
01:13:00,81
01:14:00,82
01:15:00,79
01:16:00,83
01:17:00,80
01:18:00,80
01:19:00,81
01:20:00,81
01:21:00,81
01:22:00,81
01:23:00,81
01:24:00,82
01:25:00,81
01:26:00,85
01:27:00,79
01:28:00,81
01:29:00,79
01:30:00,79
01:31:00,79
01:32:00,78
01:33:00,79
01:34:00,78
01:35:00,78
01:36:00,77
01:37:00,79
01:38:00,78
01:39:00,78
01:40:00,78
01:41:00,78
01:42:00,78
01:43:00,78
01:44:00,78
01:45:00,79
01:46:00,77
01:47:00,79
01:48:00,79
01:49:00,79
01:50:00,79
01:51:00,75
01:52:00,76
01:53:00,75
01:54:00,76
01:55:00,77
01:56:00,76
01:57:00,76
01:58:00,75
01:59:00,76
02:00:00,76
02:01:00,79
02:02:00,80
02:03:00,81
02:04:00,81
02:05:00,76
02:06:00,77
02:07:00,77
02:08:00,78
02:09:00,81
02:10:00,80
02:11:00,79
02:12:00,80
02:13:00,78
02:14:00,78
02:15:00,79
02:16:00,80
02:17:00,79
02:18:00,80
02:19:00,79
02:20:00,78
02:21:00,81
02:22:00,81
02:23:00,79
02:24:00,77
02:25:00,78
02:26:00,78
02:27:00,78
02:28:00,77
02:29:00,77
02:30:00,77
02:31:00,77
02:32:00,77
02:33:00,77
02:34:00,77
02:35:00,77
02:36:00,77
02:37:00,78
02:38:00,80
02:40:00,77
02:41:00,76
02:42:00,73
02:43:00,74
02:44:00,72
02:45:00,73
02:46:00,71
02:47:00,72
02:48:00,73
02:49:00,70
02:50:00,70
02:51:00,73
02:52:00,71
02:53:00,69
02:54:00,71
02:55:00,69
02:56:00,69
02:57:00,69
02:58:00,67
02:59:00,71
03:00:00,71
03:01:00,68
03:02:00,70
03:03:00,73
03:04:00,69
03:05:00,69
03:06:00,73
03:07:00,76
03:08:00,75
03:10:00,73
03:11:00,72
03:13:00,72
03:14:00,73
03:16:00,73
03:17:00,69
03:18:00,70
03:19:00,70
03:20:00,69
03:21:00,69
03:22:00,70
03:23:00,69
03:24:00,70
03:25:00,70
03:26:00,71
03:27:00,70
03:28:00,70
03:29:00,70
03:30:00,71
03:31:00,70
03:32:00,71
03:33:00,70
03:34:00,71
03:35:00,70
03:36:00,70
03:37:00,70
03:38:00,70
03:39:00,71
03:40:00,71
03:41:00,70
03:42:00,70
03:43:00,70
03:44:00,71
03:45:00,71
03:46:00,70
03:47:00,70
03:48:00,70
03:49:00,71
03:50:00,72
03:51:00,75
03:52:00,70
03:53:00,70
03:54:00,69
03:55:00,68
03:56:00,70
03:57:00,76
03:58:00,75
03:59:00,75
04:00:00,74
04:01:00,73
04:02:00,69
04:03:00,72
04:04:00,71
04:05:00,72
04:06:00,72
04:07:00,71
04:08:00,72
04:09:00,76
04:10:00,76
04:11:00,74
04:12:00,78
04:13:00,81
04:14:00,81
04:15:00,82
04:16:00,79
04:17:00,80
04:18:00,80
04:19:00,79
04:20:00,78
04:21:00,81
04:22:00,81
04:23:00,79
04:24:00,76
04:25:00,75
04:26:00,78
04:27:00,80
04:28:00,76
04:29:00,74
04:30:00,77
04:31:00,77
04:32:00,78
04:33:00,77
04:34:00,77
04:35:00,78
04:36:00,77
04:37:00,80
04:38:00,76
04:39:00,74
04:40:00,68
04:41:00,71
04:42:00,69
04:43:00,70
04:44:00,73
04:45:00,71
04:46:00,70
04:47:00,70
04:48:00,73
04:49:00,66
04:50:00,73
04:51:00,71
04:52:00,71
04:53:00,72
04:54:00,67
04:55:00,70
04:56:00,70
04:57:00,70
04:58:00,68
04:59:00,68
05:00:00,69
05:01:00,70
05:02:00,69
05:03:00,67
05:04:00,65
05:05:00,66
05:06:00,66
05:07:00,75
05:08:00,75
05:11:00,66
05:12:00,66
05:13:00,69
05:14:00,73
05:34:00,78
05:35:00,79
05:38:00,79
05:39:00,79
05:40:00,80
05:41:00,80
05:42:00,80
05:43:00,72
05:44:00,69
05:45:00,70
05:46:00,71
05:47:00,75
05:48:00,71
05:49:00,73
05:50:00,71
05:51:00,70
05:52:00,69
05:53:00,70
05:54:00,70
05:55:00,70
05:56:00,70
05:57:00,70
05:58:00,71
05:59:00,70
06:00:00,69
06:01:00,72
06:02:00,77
06:03:00,77
06:04:00,77
06:05:00,77
06:06:00,79
06:07:00,78
06:08:00,78
06:09:00,82
06:10:00,80
06:11:00,77
06:12:00,79
06:13:00,79
06:14:00,80
06:15:00,80
06:16:00,80
06:17:00,81
06:18:00,79
06:19:00,77
06:20:00,77
06:21:00,80
06:22:00,82
06:23:00,81
06:24:00,78
06:25:00,80
06:26:00,78
06:27:00,77
06:28:00,70
06:29:00,74
06:30:00,70
06:31:00,69
06:32:00,69
06:33:00,68
06:34:00,68
06:35:00,69
06:36:00,69
06:37:00,71
06:38:00,68
06:39:00,70
06:40:00,70
06:41:00,71
06:42:00,68
06:43:00,72
06:44:00,72
06:45:00,69
06:46:00,71
06:47:00,70
06:48:00,80
06:49:00,78
06:50:00,75
06:51:00,77
06:52:00,77
06:53:00,76
06:54:00,72
06:55:00,75
06:56:00,74
06:57:00,75
06:58:00,74
06:59:00,76
07:00:00,74
07:01:00,73
07:02:00,73
07:03:00,73
07:04:00,75
07:05:00,72
07:06:00,73
07:07:00,74
07:08:00,72
07:09:00,73
07:10:00,75
07:11:00,72
07:12:00,73
07:13:00,72
07:14:00,71
07:15:00,82
07:16:00,101
07:17:00,104
07:18:00,111
07:19:00,101
07:20:00,103
07:21:00,104
07:22:00,105
07:23:00,104
07:24:00,100
07:25:00,95
07:26:00,91
07:27:00,87
07:28:00,85
07:29:00,87
07:30:00,86
07:31:00,85
07:32:00,88
07:33:00,90
07:34:00,91
07:35:00,91
07:36:00,93
07:37:00,88
07:38:00,86
07:39:00,89
07:40:00,89
07:41:00,96
07:42:00,107
07:43:00,112
07:44:00,112
07:45:00,114
07:46:00,116
07:47:00,98
07:48:00,88
07:49:00,85
07:50:00,83
07:51:00,85
07:52:00,85
07:53:00,86
07:54:00,83
07:55:00,85
07:56:00,83
07:57:00,83
07:58:00,83
07:59:00,83
08:00:00,82
08:01:00,81
08:02:00,80
08:03:00,81
08:04:00,81
08:05:00,82
08:06:00,80
08:07:00,82
08:08:00,82
08:09:00,81
08:10:00,81
08:11:00,80
08:12:00,81
08:13:00,81
08:14:00,80
08:15:00,82
08:16:00,82
08:17:00,80
08:18:00,80
08:19:00,80
08:20:00,78
08:21:00,79
08:22:00,81
08:23:00,80
08:24:00,78
08:25:00,80
08:26:00,82
08:27:00,80
08:28:00,80
08:29:00,81
08:30:00,81
08:31:00,81
08:32:00,82
08:33:00,81
08:34:00,82
08:38:00,86
08:39:00,90
08:40:00,106
08:41:00,89
08:42:00,79
08:43:00,81
08:44:00,81
08:45:00,81
08:46:00,77
08:47:00,80
08:48:00,80
08:50:00,78
08:51:00,80
08:52:00,82
08:53:00,81
08:54:00,79
08:55:00,80
08:56:00,82
08:57:00,81
08:58:00,80
08:59:00,83
09:00:00,93
09:01:00,92
09:02:00,88
09:03:00,85
09:04:00,85
09:05:00,83
09:06:00,83
09:07:00,80
09:08:00,78
09:09:00,79
09:10:00,76
09:11:00,77
09:12:00,76
09:13:00,77
09:14:00,75
09:15:00,74
09:16:00,71
09:17:00,73
09:18:00,72
09:19:00,71
09:20:00,72
09:21:00,75
09:22:00,76
09:23:00,75
09:24:00,75
09:25:00,75
09:26:00,75
09:27:00,73
09:28:00,74
09:29:00,74
09:30:00,76
09:31:00,74
09:32:00,73
09:33:00,75
09:34:00,76
09:35:00,78
09:36:00,75
09:37:00,75
09:38:00,73
09:39:00,74
09:40:00,75
09:41:00,74
09:42:00,76
09:43:00,73
09:44:00,74
09:45:00,77
09:46:00,76
09:47:00,76
09:48:00,75
09:49:00,76
09:50:00,76
09:51:00,77
09:52:00,73
09:53:00,75
09:54:00,75
09:55:00,75
09:56:00,77
09:57:00,78
09:58:00,71
09:59:00,71
10:00:00,75
10:01:00,78
10:02:00,75
10:03:00,81
10:04:00,81
10:05:00,72
10:06:00,74
10:07:00,82
10:08:00,82
10:09:00,74
10:10:00,83
10:11:00,87
10:12:00,89
10:13:00,86
10:14:00,77
