time,value
00:00:00,85
00:01:00,85
00:02:00,87
00:03:00,87
00:04:00,84
00:05:00,85
00:06:00,86
00:07:00,82
00:08:00,84
00:09:00,85
00:10:00,92
00:11:00,86
00:12:00,87
00:13:00,84
00:14:00,89
00:15:00,85
00:16:00,85
00:17:00,88
00:18:00,84
00:19:00,81
00:20:00,81
00:21:00,82
00:22:00,81
00:23:00,84
00:24:00,88
00:25:00,91
00:26:00,93
00:27:00,92
00:28:00,91
00:29:00,89
00:30:00,88
00:31:00,88
00:32:00,92
00:33:00,92
00:34:00,90
00:35:00,88
00:36:00,86
00:37:00,87
00:38:00,88
00:39:00,86
00:42:00,83
00:43:00,81
00:44:00,79
00:45:00,81
00:46:00,81
00:47:00,79
00:48:00,80
00:49:00,80
00:50:00,84
00:51:00,79
00:52:00,76
00:53:00,77
00:54:00,76
00:55:00,79
00:56:00,80
00:57:00,78
00:58:00,78
00:59:00,80
01:00:00,78
01:01:00,78
01:02:00,79
01:03:00,79
01:04:00,78
01:05:00,79
01:06:00,78
01:07:00,78
01:08:00,79
01:09:00,79
01:10:00,75
01:11:00,77
01:12:00,77
01:13:00,77
01:14:00,80
01:15:00,78
01:16:00,80
01:17:00,79
01:18:00,77
01:19:00,77
01:20:00,77
01:21:00,77
01:22:00,75
01:23:00,76
01:24:00,76
01:25:00,75
01:26:00,79
01:27:00,75
01:28:00,79
01:29:00,77
01:30:00,79
01:31:00,81
01:32:00,76
01:33:00,79
01:34:00,78
01:35:00,82
01:36:00,77
01:37:00,71
01:38:00,82
01:39:00,86
01:40:00,79
01:41:00,72
01:42:00,81
01:43:00,80
01:44:00,83
01:45:00,79
01:46:00,81
01:47:00,76
01:48:00,85
01:49:00,94
01:50:00,83
01:51:00,88
01:52:00,92
01:53:00,79
01:54:00,85
01:55:00,89
01:56:00,87
01:57:00,78
01:58:00,79
01:59:00,70
02:00:00,78
02:01:00,77
02:02:00,80
02:03:00,79
02:04:00,76
02:05:00,75
02:06:00,77
02:07:00,80
02:08:00,82
02:09:00,81
02:10:00,84
02:11:00,82
02:12:00,72
02:13:00,73
02:14:00,79
02:15:00,79
02:16:00,82
02:17:00,81
02:18:00,79
02:19:00,83
02:20:00,80
02:21:00,83
02:22:00,78
02:23:00,81
02:24:00,79
02:25:00,76
02:26:00,76
02:27:00,77
02:28:00,81
02:29:00,77
02:30:00,77
02:31:00,73
02:32:00,78
02:33:00,78
02:34:00,78
02:35:00,76
02:36:00,79
02:37:00,76
02:38:00,74
02:39:00,78
02:40:00,75
02:41:00,77
02:42:00,77
02:43:00,75
02:44:00,75
02:45:00,75
02:46:00,74
02:47:00,74
02:48:00,74
02:49:00,74
02:50:00,74
02:51:00,73
02:52:00,74
02:53:00,75
02:54:00,74
02:55:00,74
02:58:00,75
02:59:00,75
03:00:00,74
03:01:00,74
03:02:00,74
03:03:00,75
03:04:00,75
03:05:00,75
03:06:00,75
03:07:00,75
03:08:00,76
03:09:00,76
03:10:00,76
03:11:00,75
03:12:00,76
03:13:00,76
03:14:00,77
03:15:00,77
03:16:00,77
03:17:00,77
03:18:00,76
03:19:00,76
03:20:00,75
03:21:00,75
03:22:00,75
03:23:00,74
03:24:00,76
03:25:00,76
03:26:00,76
03:27:00,77
03:28:00,75
03:29:00,72
03:30:00,72
03:31:00,71
03:32:00,72
03:33:00,71
03:34:00,72
03:35:00,72
03:36:00,72
03:37:00,72
03:38:00,75
03:39:00,71
03:40:00,73
03:41:00,71
03:42:00,71
03:43:00,72
03:44:00,72
03:45:00,72
03:46:00,73
03:47:00,74
03:48:00,74
03:49:00,77
03:50:00,75
03:51:00,76
03:52:00,75
03:53:00,77
03:54:00,77
03:55:00,77
03:56:00,77
03:57:00,77
03:58:00,76
03:59:00,74
04:00:00,72
04:01:00,77
04:02:00,77
04:03:00,78
04:04:00,78
04:05:00,73
04:06:00,77
04:07:00,73
04:08:00,72
04:09:00,71
04:10:00,73
04:11:00,74
04:12:00,71
04:13:00,71
04:14:00,74
04:15:00,72
04:16:00,71
04:17:00,70
04:18:00,69
04:19:00,69
04:20:00,71
04:21:00,70
04:22:00,71
04:23:00,69
04:24:00,71
04:25:00,70
04:26:00,69
04:27:00,70
04:28:00,69
04:29:00,70
04:30:00,71
04:31:00,72
04:32:00,71
04:33:00,73
04:34:00,69
04:35:00,69
04:36:00,68
04:37:00,67
04:38:00,67
04:39:00,69
04:40:00,68
04:41:00,69
04:42:00,69
04:43:00,69
04:44:00,69
04:45:00,69
04:46:00,69
04:47:00,69
04:48:00,70
04:49:00,70
04:50:00,70
04:51:00,70
04:52:00,70
04:53:00,70
04:54:00,70
04:55:00,74
04:56:00,71
04:57:00,68
04:58:00,71
04:59:00,72
05:00:00,71
05:01:00,71
05:02:00,73
05:03:00,76
05:04:00,79
05:05:00,78
05:06:00,79
05:09:00,79
05:10:00,78
05:11:00,79
05:12:00,78
05:13:00,78
05:14:00,78
05:15:00,78
05:16:00,78
05:18:00,78
05:21:00,79
05:22:00,77
05:23:00,78
05:24:00,77
05:25:00,77
05:26:00,72
05:27:00,70
05:28:00,72
05:29:00,70
05:30:00,69
05:31:00,70
05:32:00,75
05:33:00,71
05:34:00,72
05:35:00,73
05:36:00,76
05:37:00,77
05:38:00,79
05:39:00,79
05:40:00,78
05:41:00,77
05:42:00,78
05:43:00,76
05:44:00,75
05:45:00,78
05:46:00,75
05:47:00,71
05:48:00,71
05:49:00,72
05:51:00,72
05:52:00,74
05:53:00,73
05:54:00,69
05:55:00,72
05:56:00,71
05:57:00,68
05:58:00,70
05:59:00,71
06:00:00,68
06:01:00,65
06:02:00,63
06:03:00,66
06:04:00,66
06:05:00,64
06:06:00,65
06:07:00,64
06:08:00,65
06:09:00,66
06:10:00,63
06:11:00,64
06:12:00,65
06:13:00,62
06:14:00,62
06:15:00,66
06:16:00,64
06:17:00,64
06:18:00,62
06:19:00,63
06:20:00,61
06:21:00,62
06:22:00,62
06:23:00,64
06:24:00,63
06:25:00,61
06:26:00,63
06:27:00,64
06:28:00,59
06:29:00,62
06:30:00,60
06:31:00,68
06:32:00,76
06:33:00,80
06:34:00,84
06:35:00,86
06:38:00,84
06:39:00,85
06:40:00,74
06:41:00,66
06:42:00,63
06:43:00,62
06:44:00,64
06:45:00,64
06:46:00,63
06:47:00,65
06:48:00,63
06:49:00,64
06:50:00,65
06:51:00,62
06:52:00,64
06:53:00,67
06:54:00,64
06:55:00,71
06:56:00,72
06:57:00,71
06:58:00,71
06:59:00,65
07:00:00,64
07:01:00,61
07:02:00,64
07:03:00,63
07:04:00,65
07:05:00,67
07:06:00,65
07:07:00,62
07:08:00,62
07:09:00,62
07:10:00,63
07:11:00,63
07:12:00,66
07:13:00,66
07:14:00,61
07:15:00,61
07:16:00,62
07:17:00,66
07:18:00,62
07:19:00,63
07:20:00,61
07:21:00,61
07:22:00,63
07:23:00,60
07:24:00,61
07:25:00,63
07:26:00,64
07:27:00,62
07:28:00,62
07:29:00,60
07:30:00,68
07:31:00,66
07:32:00,65
07:33:00,68
07:34:00,66
07:35:00,62
07:36:00,63
07:37:00,64
07:38:00,65
07:39:00,75
07:40:00,80
07:41:00,80
07:42:00,76
07:43:00,75
07:44:00,77
07:45:00,78
07:46:00,79
07:47:00,79
07:48:00,77
07:49:00,76
07:50:00,78
07:51:00,77
07:52:00,78
07:53:00,74
07:55:00,79
07:56:00,80
07:57:00,81
07:58:00,78
07:59:00,67
08:00:00,65
08:01:00,63
08:02:00,64
08:03:00,65
08:04:00,63
08:05:00,62
08:06:00,65
08:07:00,62
08:08:00,68
08:09:00,62
08:10:00,65
08:11:00,62
08:12:00,64
08:13:00,65
08:14:00,66
08:15:00,66
08:16:00,64
08:17:00,65
08:18:00,67
08:19:00,68
08:20:00,75
08:21:00,70
08:22:00,68
08:23:00,68
08:24:00,65
08:25:00,66
08:26:00,65
08:27:00,65
08:28:00,66
08:29:00,66
08:30:00,64
08:31:00,64
08:32:00,60
08:33:00,61
08:34:00,61
08:35:00,63
08:36:00,63
08:37:00,62
08:38:00,63
08:39:00,73
08:40:00,73
08:41:00,72
08:42:00,73
08:43:00,70
08:44:00,70
08:45:00,70
08:46:00,69
08:47:00,70
08:48:00,69
08:49:00,74
08:50:00,80
08:51:00,88
08:52:00,95
08:53:00,96
08:54:00,97
08:55:00,96
08:56:00,84
08:57:00,73
08:58:00,87
08:59:00,78
09:00:00,72
09:01:00,73
09:02:00,70
09:03:00,71
09:04:00,70
09:05:00,70
09:06:00,73
09:07:00,72
09:08:00,72
09:09:00,73
09:10:00,70
09:11:00,71
09:12:00,73
09:13:00,73
09:14:00,73
09:15:00,75
09:16:00,74
09:17:00,75
09:18:00,74
09:19:00,73
09:20:00,80
09:21:00,84
09:22:00,85
09:23:00,84
09:24:00,84
09:25:00,83
09:26:00,86
09:27:00,88
09:28:00,90
09:29:00,90
09:30:00,83
09:31:00,82
09:32:00,82
09:33:00,78
09:34:00,71
09:35:00,69
09:36:00,68
09:37:00,68
