time,value
11:51:00,91
11:52:00,83
11:53:00,83
11:54:00,82
11:55:00,81
11:56:00,80
11:57:00,84
11:58:00,87
11:59:00,90
12:00:00,91
12:01:00,93
12:02:00,91
12:03:00,90
12:04:00,90
12:05:00,94
12:06:00,98
12:07:00,97
12:08:00,90
12:09:00,92
12:10:00,91
12:11:00,89
12:12:00,88
12:13:00,85
12:14:00,81
12:15:00,88
12:16:00,84
12:17:00,84
12:18:00,86
12:19:00,85
12:20:00,86
12:21:00,84
12:22:00,83
12:23:00,90
12:24:00,96
12:25:00,82
12:26:00,79
12:27:00,81
12:28:00,82
12:29:00,78
12:30:00,81
12:31:00,84
12:32:00,86
12:33:00,88
12:34:00,86
12:35:00,82
12:36:00,87
12:37:00,82
12:38:00,86
12:39:00,82
12:40:00,80
12:41:00,79
12:42:00,78
12:43:00,79
12:44:00,81
12:45:00,79
12:46:00,78
12:47:00,81
12:48:00,76
12:49:00,78
12:50:00,79
12:51:00,78
12:52:00,81
12:53:00,86
12:54:00,92
12:55:00,101
12:56:00,95
12:57:00,89
12:58:00,88
12:59:00,90
13:00:00,99
13:01:00,91
13:02:00,93
13:03:00,85
13:04:00,86
13:05:00,97
13:06:00,105
13:07:00,94
13:08:00,92
13:09:00,94
13:10:00,95
13:11:00,98
13:12:00,100
13:13:00,105
13:14:00,108
13:15:00,119
13:16:00,118
13:17:00,114
13:18:00,112
13:19:00,114
13:20:00,123
13:21:00,110
13:22:00,96
13:23:00,98
13:24:00,99
13:25:00,119
13:26:00,121
13:57:00,90
13:58:00,90
13:59:00,92
14:00:00,91
14:01:00,89
14:02:00,89
14:03:00,109
14:04:00,108
14:05:00,107
14:06:00,107
14:07:00,106
14:08:00,104
14:09:00,106
14:10:00,107
14:11:00,106
14:12:00,106
14:13:00,104
14:14:00,101
14:15:00,100
14:16:00,104
14:17:00,103
14:18:00,102
14:19:00,102
14:20:00,100
14:21:00,100
14:22:00,100
14:23:00,99
14:24:00,98
14:25:00,100
14:26:00,98
14:27:00,98
14:28:00,98
14:29:00,100
14:30:00,99
14:31:00,101
14:32:00,100
14:33:00,104
14:34:00,104
14:35:00,101
14:36:00,101
14:37:00,103
14:38:00,101
14:39:00,100
14:40:00,101
14:41:00,105
14:42:00,102
14:43:00,100
14:44:00,99
14:45:00,96
14:46:00,97
14:47:00,100
14:48:00,98
14:49:00,98
14:50:00,98
14:51:00,97
14:52:00,95
14:53:00,96
14:54:00,101
14:55:00,99
14:56:00,98
14:57:00,99
14:58:00,100
14:59:00,97
15:00:00,96
15:01:00,101
15:02:00,100
15:03:00,100
15:04:00,103
15:05:00,102
15:06:00,98
15:07:00,99
15:08:00,96
15:09:00,96
15:10:00,94
15:11:00,92
15:12:00,92
15:13:00,92
15:14:00,92
15:15:00,92
15:16:00,91
15:17:00,90
15:18:00,81
15:19:00,70
15:20:00,84
15:21:00,91
15:22:00,96
15:23:00,101
15:24:00,96
15:25:00,95
15:26:00,95
15:27:00,96
15:28:00,93
15:29:00,89
15:30:00,94
15:31:00,92
15:32:00,92
15:33:00,91
15:34:00,92
15:35:00,93
15:36:00,94
15:37:00,95
