time,value
00:00:00,72
00:01:00,73
00:02:00,72
00:03:00,72
00:04:00,71
00:05:00,74
00:06:00,72
00:07:00,73
00:08:00,73
00:09:00,72
00:10:00,70
00:11:00,72
00:12:00,73
00:13:00,74
00:14:00,75
00:15:00,79
00:16:00,74
00:17:00,75
00:18:00,72
00:19:00,71
00:20:00,77
00:21:00,70
00:22:00,67
00:23:00,68
00:24:00,75
00:25:00,76
00:26:00,74
00:27:00,75
00:28:00,75
00:29:00,78
00:30:00,76
00:31:00,69
00:32:00,72
00:33:00,72
00:34:00,69
00:35:00,69
00:36:00,74
00:37:00,70
00:38:00,74
00:39:00,70
00:40:00,69
00:41:00,74
00:42:00,80
00:43:00,72
00:44:00,71
00:45:00,68
00:46:00,68
00:47:00,72
00:48:00,80
00:49:00,77
00:50:00,72
00:51:00,74
00:52:00,76
00:53:00,78
00:54:00,81
00:55:00,75
00:56:00,68
00:57:00,68
00:58:00,74
00:59:00,74
01:00:00,64
01:01:00,71
01:02:00,68
01:03:00,66
01:04:00,73
01:05:00,68
01:06:00,72
01:07:00,70
01:08:00,70
01:09:00,69
01:10:00,70
01:11:00,71
01:12:00,70
01:13:00,69
01:14:00,66
01:15:00,66
01:16:00,66
01:17:00,66
01:18:00,66
01:19:00,67
01:20:00,64
01:21:00,66
01:22:00,67
01:23:00,68
01:24:00,68
01:25:00,68
01:26:00,66
01:27:00,67
01:28:00,67
01:29:00,68
01:30:00,68
01:31:00,66
01:32:00,68
01:33:00,67
01:34:00,67
01:35:00,68
01:36:00,67
01:37:00,67
01:38:00,69
01:39:00,68
01:40:00,68
01:41:00,69
01:42:00,68
01:43:00,68
01:44:00,68
01:45:00,68
01:46:00,69
01:47:00,69
01:48:00,70
01:49:00,70
01:50:00,72
01:51:00,80
01:52:00,73
01:53:00,70
01:54:00,69
01:55:00,69
01:56:00,67
01:57:00,66
01:58:00,64
01:59:00,65
02:00:00,65
02:01:00,67
02:02:00,65
02:03:00,65
02:04:00,65
02:05:00,66
02:06:00,66
02:07:00,63
02:08:00,64
02:09:00,64
02:10:00,65
02:11:00,69
02:12:00,73
02:13:00,67
02:14:00,67
02:15:00,65
02:16:00,64
02:17:00,65
